freq,word,a1,a2,a3,a4,b1,b2,b3,b4,p1,p2,p3,p4,q1,q2,q3,q4
1072,膠水,rul,gjo3,,,,,,,ㄐㄧㄠ,ㄕㄨㄟˇ,,,,,,
1073,色紙,nk4,53,,,,,,,ㄙㄜˋ,ㄓˇ,,,,,,
1074,顏料,u06,xul4,,,,,,,ㄧㄢˊ,ㄌㄧㄠˋ,,,,,,
1075,圖畫,wj6,cj84,,,,,,,ㄊㄨˊ,ㄏㄨㄚˋ,,,,,,
1076,歌曲,ek,fm3,,,,,,,ㄍㄜ,ㄑㄩˇ,,,,,,
1077,樂譜,"m,4",qj3,,,,,,,ㄩㄝˋ,ㄆㄨˇ,,,,,,
1078,高音,el,up,,,,,,,ㄍㄠ,ㄧㄣ,,,,,,
1079,低音,2u,up,,,,,,,ㄉㄧ,ㄧㄣ,,,,,,
1080,旋律,vm06,xm4,,,,,,,ㄒㄩㄢˊ,ㄌㄩˋ,,,,,,
1081,節奏,"ru,6",y.4,,,,,,,ㄐㄧㄝˊ,ㄗㄡˋ,,,,,,
1082,鋼琴,e;,fup6,,,,,,,ㄍㄤ,ㄑㄧㄣˊ,,,,,,
1083,風琴,z/,fup6,,,,,,,ㄈㄥ,ㄑㄧㄣˊ,,,,,,
1084,直笛,56,2u6,,,,,,,ㄓˊ,ㄉㄧˊ,,,,,,
1085,吉他,ru6,w8,,,,,,,ㄐㄧˊ,ㄊㄚ,,,,,,
1086,小提琴,vul3,wu6,fup6,,,,,,ㄒㄧㄠˇ,ㄊㄧˊ,ㄑㄧㄣˊ,,,,,
1087,打鼓,283,ej3,,,,,,,ㄉㄚˇ,ㄍㄨˇ,,,,,,
1088,敲鑼,ful,xji6,,,,,,,ㄑㄧㄠ,ㄌㄨㄛˊ,,,,,,
1089,三角鐵,n0,rul3,"wu,3",,,,,,ㄙㄢ,ㄐㄧㄠˇ,ㄊㄧㄝˇ,,,,,
1090,節拍器,"ru,6",q9,fu4,,,,,,ㄐㄧㄝˊ,ㄆㄞ,ㄑㄧˋ,,,,,
1091,公里,ej/,xu3,,,,,,,ㄍㄨㄥ,ㄌㄧˇ,,,,,,
1092,公尺,ej/,t3,,,,,,,ㄍㄨㄥ,ㄔˇ,,,,,,
1093,公分,ej/,zp,,,,,,,ㄍㄨㄥ,ㄈㄣ,,,,,,
1094,公釐,ej/,xu6,,,,,,,ㄍㄨㄥ,ㄌㄧˊ,,,,,,
1095,公噸,ej/,2jp4,,,,,,,ㄍㄨㄥ,ㄉㄨㄣˋ,,,,,,
1096,公斤,ej/,rup,,,,,,,ㄍㄨㄥ,ㄐㄧㄣ,,,,,,
1097,公克,ej/,dk4,,,,,,,ㄍㄨㄥ,ㄎㄜˋ,,,,,,
1098,公升,ej/,g/,,,,,,,ㄍㄨㄥ,ㄕㄥ,,,,,,
1099,毫升,cl6,g/,,,,,,,ㄏㄠˊ,ㄕㄥ,,,,,,
1100,正方形,5/4,z;,vu/6,,,,,,ㄓㄥˋ,ㄈㄤ,ㄒㄧㄥˊ,,,,,
1101,長方形,t;6,z;,vu/6,,,,,,ㄔㄤˊ,ㄈㄤ,ㄒㄧㄥˊ,,,,,
1102,三角形,n0,rul3,vu/6,,,,,,ㄙㄢ,ㄐㄧㄠˇ,ㄒㄧㄥˊ,,,,,
1103,圓形,m06,vu/6,,,,,,,ㄩㄢˊ,ㄒㄧㄥˊ,,,,,,
1104,梯形,wu,vu/6,,,,,,,ㄊㄧ,ㄒㄧㄥˊ,,,,,,
1105,橢圓形,wji3,m06,vu/6,,,,,,ㄊㄨㄛˇ,ㄩㄢˊ,ㄒㄧㄥˊ,,,,,
1106,菱形,xu/6,vu/6,,,,,,,ㄌㄧㄥˊ,ㄒㄧㄥˊ,,,,,,
1107,五邊形,j3,1u0,vu/6,,,,,,ㄨˇ,ㄅㄧㄢ,ㄒㄧㄥˊ,,,,,
1108,星形,vu/,vu/6,,,,,,,ㄒㄧㄥ,ㄒㄧㄥˊ,,,,,,
1109,扇形,g04,vu/6,,,,,,,ㄕㄢˋ,ㄒㄧㄥˊ,,,,,,
1110,直線,56,vu04,,,,,,,ㄓˊ,ㄒㄧㄢˋ,,,,,,
1111,橫線,c/6,vu04,,,,,,,ㄏㄥˊ,ㄒㄧㄢˋ,,,,,,
1112,斜線,"vu,6",vu04,,,,,,,ㄒㄧㄝˊ,ㄒㄧㄢˋ,,,,,,
1113,弧線,cj6,vu04,,,,,,,ㄏㄨˊ,ㄒㄧㄢˋ,,,,,,
1114,周長,5.,t;6,,,,,,,ㄓㄡ,ㄔㄤˊ,,,,,,
1115,半徑,104,ru/4,,,,,,,ㄅㄢˋ,ㄐㄧㄥˋ,,,,,,
1116,直徑,56,ru/4,,,,,,,ㄓˊ,ㄐㄧㄥˋ,,,,,,
1117,圓心,m06,vup,,,,,,,ㄩㄢˊ,ㄒㄧㄣ,,,,,,
1118,角度,rul3,2j4,,,,,,,ㄐㄧㄠˇ,ㄉㄨˋ,,,,,,
1119,整數,5/3,gj4,,,,,,,ㄓㄥˇ,ㄕㄨˋ,,,,,,
1120,小數,vul3,gj4,,,,,,,ㄒㄧㄠˇ,ㄕㄨˋ,,,,,,
1121,分數,zp,gj4,,,,,,,ㄈㄣ,ㄕㄨˋ,,,,,,
1122,個位,ek4,jo4,,,,,,,ㄍㄜˋ,ㄨㄟˋ,,,,,,
1123,十位,g6,jo4,,,,,,,ㄕˊ,ㄨㄟˋ,,,,,,
1124,百位,193,jo4,,,,,,,ㄅㄞˇ,ㄨㄟˋ,,,,,,
1125,千萬,fu0,j04,,,,,,,ㄑㄧㄢ,ㄨㄢˋ,,,,,,
1126,億兆,u4,5l4,,,,,,,ㄧˋ,ㄓㄠˋ,,,,,,
1127,加減乘除,ru8,ru03,t/6,tj6,,,,,ㄐㄧㄚ,ㄐㄧㄢˇ,ㄔㄥˊ,ㄔㄨˊ,,,,
1128,假設,ru83,gk4,,,,,,,ㄐㄧㄚˇ,ㄕㄜˋ,,,,,,
1129,求證,fu.6,5/4,,,,,,,ㄑㄧㄡˊ,ㄓㄥˋ,,,,,,
1130,計算,ru4,nj04,,,,,,,ㄐㄧˋ,ㄙㄨㄢˋ,,,,,,
1131,問題,jp4,wu6,,,,,,,ㄨㄣˋ,ㄊㄧˊ,,,,,,
1132,解答,"ru,3",286,,,,,,,ㄐㄧㄝˇ,ㄉㄚˊ,,,,,,
1133,文字,jp6,y4,,,,,,,ㄨㄣˊ,ㄗˋ,,,,,,
1134,詞句,h6,rm4,,,,,,,ㄘˊ,ㄐㄩˋ,,,,,,
1135,注音,5j4,up,,,,,,,ㄓㄨˋ,ㄧㄣ,,,,,,
1136,聲調,g/,2ul4,,,,,,,ㄕㄥ,ㄉㄧㄠˋ,,,,,,
1137,標點,1ul,2u03,,,,,,,ㄅㄧㄠ,ㄉㄧㄢˇ,,,,,,
1138,符號,zj6,cl4,,,,,,,ㄈㄨˊ,ㄏㄠˋ,,,,,,
1139,意思,u4,n,,,u4,n7,,,ㄧˋ,ㄙ,,,ㄧˋ,ㄙ˙,,
1140,閱讀,"m,4",2j6,,,,,,,ㄩㄝˋ,ㄉㄨˊ,,,,,,
1141,思考,n,dl3,,,,,,,ㄙ,ㄎㄠˇ,,,,,,
1142,簡易,ru03,u4,,,,,,,ㄐㄧㄢˇ,ㄧˋ,,,,,,
1143,困難,djp4,s06,,,,,,,ㄎㄨㄣˋ,ㄋㄢˊ,,,,,,
1144,簡短,ru03,2j03,,,,,,,ㄐㄧㄢˇ,ㄉㄨㄢˇ,,,,,,
1145,冗長,bj/3,t;6,,,,,,,ㄖㄨㄥˇ,ㄔㄤˊ,,,,,,
1146,精彩,ru/,h93,,,,,,,ㄐㄧㄥ,ㄘㄞˇ,,,,,,
1147,段落,2j04,xji4,,,,,,,ㄉㄨㄢˋ,ㄌㄨㄛˋ,,,,,,
1148,開頭,d9,w.6,,,,,,,ㄎㄞ,ㄊㄡˊ,,,,,,
1149,結尾,"ru,6",jo3,,,,,,,ㄐㄧㄝˊ,ㄨㄟˇ,,,,,,
1150,含義,c06,u4,,,,,,,ㄏㄢˊ,ㄧˋ,,,,,,
1151,解釋,"ru,3",g4,,,,,,,ㄐㄧㄝˇ,ㄕˋ,,,,,,
1152,朗讀,x;3,2j6,,,,,,,ㄌㄤˇ,ㄉㄨˊ,,,,,,
1153,演講,u03,ru;3,,,,,,,ㄧㄢˇ,ㄐㄧㄤˇ,,,,,,
1154,討論,wl3,xjp4,,,,,,,ㄊㄠˇ,ㄌㄨㄣˋ,,,,,,
1155,溝通,e.,wj/,,,,,,,ㄍㄡ,ㄊㄨㄥ,,,,,,
1156,比賽,1u3,n94,,,,,,,ㄅㄧˇ,ㄙㄞˋ,,,,,,
1157,競爭,ru/4,5/,,,,,,,ㄐㄧㄥˋ,ㄓㄥ,,,,,,
1158,名次,au/6,h4,,,,,,,ㄇㄧㄥˊ,ㄘˋ,,,,,,
1159,成績,t/6,ru,,,,,,,ㄔㄥˊ,ㄐㄧ,,,,,,
1160,考試,dl3,g4,,,,,,,ㄎㄠˇ,ㄕˋ,,,,,,
1161,預習,m4,vu6,,,,,,,ㄩˋ,ㄒㄧˊ,,,,,,
1162,複習,zj4,vu6,,,,,,,ㄈㄨˋ,ㄒㄧˊ,,,,,,
1163,認真,bp4,5p,,,,,,,ㄖㄣˋ,ㄓㄣ,,,,,,
1164,專心,5j0,vup,,,,,,,ㄓㄨㄢ,ㄒㄧㄣ,,,,,,
1165,放鬆,z;4,nj/,,,,,,,ㄈㄤˋ,ㄙㄨㄥ,,,,,,
1166,下課,vu84,dk4,,,,,,,ㄒㄧㄚˋ,ㄎㄜˋ,,,,,,
1167,打鐘,283,5j/,,,,,,,ㄉㄚˇ,ㄓㄨㄥ,,,,,,
1168,班級,10,ru6,,,,,,,ㄅㄢ,ㄐㄧˊ,,,,,,
1169,團體,wj06,wu3,,,,,,,ㄊㄨㄢˊ,ㄊㄧˇ,,,,,,
1170,社團,gk4,wj06,,,,,,,ㄕㄜˋ,ㄊㄨㄢˊ,,,,,,
1171,活動,cji6,2j/4,,,,,,,ㄏㄨㄛˊ,ㄉㄨㄥˋ,,,,,,
1172,有趣,u.3,fm4,,,,,,,ㄧㄡˇ,ㄑㄩˋ,,,,,,
1173,無聊,j6,xul6,,,,,,,ㄨˊ,ㄌㄧㄠˊ,,,,,,
1174,公平,ej/,qu/6,,,,,,,ㄍㄨㄥ,ㄆㄧㄥˊ,,,,,,
1175,進度,rup4,2j4,,,,,,,ㄐㄧㄣˋ,ㄉㄨˋ,,,,,,
1176,規定,ejo,2u/4,,,,,,,ㄍㄨㄟ,ㄉㄧㄥˋ,,,,,,
1177,規範,ejo,z04,,,,,,,ㄍㄨㄟ,ㄈㄢˋ,,,,,,
1178,處罰,tj3,z86,,,,,,,ㄔㄨˇ,ㄈㄚˊ,,,,,,
1179,獎勵,ru;3,xu4,,,,,,,ㄐㄧㄤˇ,ㄌㄧˋ,,,,,,
1180,獎品,ru;3,qup3,,,,,,,ㄐㄧㄤˇ,ㄆㄧㄣˇ,,,,,,
1181,通知單,wj/,5,20,,,,,,ㄊㄨㄥ,ㄓ,ㄉㄢ,,,,,
1182,文件夾,jp6,ru04,ru86,,,,,,ㄨㄣˊ,ㄐㄧㄢˋ,ㄐㄧㄚˊ,,,,,
1183,習作,vu6,yji4,,,,,,,ㄒㄧˊ,ㄗㄨㄛˋ,,,,,,
1184,練習簿,xu04,vu6,1j4,,,,,,ㄌㄧㄢˋ,ㄒㄧˊ,ㄅㄨˋ,,,,,
1185,學生證,"vm,6",g/,5/4,,,,,,ㄒㄩㄝˊ,ㄕㄥ,ㄓㄥˋ,,,,,
1186,制服,54,zj6,,,,,,,ㄓˋ,ㄈㄨˊ,,,,,,
1187,便服,1u04,zj6,,,,,,,ㄅㄧㄢˋ,ㄈㄨˊ,,,,,,
1188,運動服,mp4,2j/4,zj6,,,,,,ㄩㄣˋ,ㄉㄨㄥˋ,ㄈㄨˊ,,,,,
1189,長袖,t;6,vu.4,,,,,,,ㄔㄤˊ,ㄒㄧㄡˋ,,,,,,
1190,短袖,2j03,vu.4,,,,,,,ㄉㄨㄢˇ,ㄒㄧㄡˋ,,,,,,
1191,書包,gj,1l,,,,,,,ㄕㄨ,ㄅㄠ,,,,,,
1192,水壺,gjo3,cj6,,,,,,,ㄕㄨㄟˇ,ㄏㄨˊ,,,,,,
1193,餐袋,h0,294,,,,,,,ㄘㄢ,ㄉㄞˋ,,,,,,
1194,營養午餐,u/6,u;3,j3,h0,,,,,ㄧㄥˊ,ㄧㄤˇ,ㄨˇ,ㄘㄢ,,,,
1195,均衡,rmp,c/6,,,,,,,ㄐㄩㄣ,ㄏㄥˊ,,,,,,
1196,準時,5jp3,g6,,,,,,,ㄓㄨㄣˇ,ㄕˊ,,,,,,
1197,遲到,t6,2l4,,,,,,,ㄔˊ,ㄉㄠˋ,,,,,,
1198,互助,cj4,5j4,,,,,,,ㄏㄨˋ,ㄓㄨˋ,,,,,,
1199,合作,ck6,yji42,,,,,,,ㄏㄜˊ,ㄗㄨㄛˋ,,,,,,
1200,判斷,q04,2j04,,,,,,,ㄆㄢˋ,ㄉㄨㄢˋ,,,,,,
1201,決定,"rm,6",2u/4,,,,,,,ㄐㄩㄝˊ,ㄉㄧㄥˋ,,,,,,
1202,努力,sj3,xu4,,,,,,,ㄋㄨˇ,ㄌㄧˋ,,,,,,
1203,星期一,vu/,fu6,u,,,,,,ㄒㄧㄥ,ㄑㄧˊ,ㄧ,,,,,
1204,週末,5.,ai4,,,,,,,ㄓㄡ,ㄇㄛˋ,,,,,,
1205,假日,ru84,b4,,,,,,,ㄐㄧㄚˋ,ㄖˋ,,,,,,
1206,寒假,c06,ru84,,,,,,,ㄏㄢˊ,ㄐㄧㄚˋ,,,,,,
1207,暑假,gj3,ru84,,,,,,,ㄕㄨˇ,ㄐㄧㄚˋ,,,,,,
1208,太陽,w94,u;6,,,,,,,ㄊㄞˋ,ㄧㄤˊ,,,,,,
1209,月亮,"m,4",xu;4,,,,,,,ㄩㄝˋ,ㄌㄧㄤˋ,,,,,,
1210,星空,vu/,dj/,,,,,,,ㄒㄧㄥ,ㄎㄨㄥ,,,,,,
1211,烏雲,j,mp6,,,,,,,ㄨ,ㄩㄣˊ,,,,,,
1212,彩虹,h93,cj/6,,,,,,,ㄘㄞˇ,ㄏㄨㄥˊ,,,,,,
1213,晚霞,j03,vu86,,,,,,,ㄨㄢˇ,ㄒㄧㄚˊ,,,,,,
1214,霧氣,j4,fu4,,,,,,,ㄨˋ,ㄑㄧˋ,,,,,,
1215,颱風,w96,z/,,,,,,,ㄊㄞˊ,ㄈㄥ,,,,,,
1216,龍捲風,xj/6,rm03,z/,,,,,,ㄌㄨㄥˊ,ㄐㄩㄢˇ,ㄈㄥ,,,,,
1217,地震,2u4,5p4,,,,,,,ㄉㄧˋ,ㄓㄣˋ,,,,,,
1218,火山爆發,cji3,g0,1l4,z8,,,,,ㄏㄨㄛˇ,ㄕㄢ,ㄅㄠˋ,ㄈㄚ,,,,
1219,隕石,mp3,g6,,,,,,,ㄩㄣˇ,ㄕˊ,,,,,,
1220,打雷,283,xo6,,,,,,,ㄉㄚˇ,ㄌㄟˊ,,,,,,
1221,閃電,g03,2u04,,,,,,,ㄕㄢˇ,ㄉㄧㄢˋ,,,,,,
1222,陸地,xj4,2u4,,,,,,,ㄌㄨˋ,ㄉㄧˋ,,,,,,
1223,島嶼,2l3,m3,,,,,,,ㄉㄠˇ,ㄩˇ,,,,,,
1224,海洋,c93,u;6,,,,,,,ㄏㄞˇ,ㄧㄤˊ,,,,,,
1225,河流,ck6,xu.6,,,,,,,ㄏㄜˊ,ㄌㄧㄡˊ,,,,,,
1226,山脈,g0,a94,,,,,,,ㄕㄢ,ㄇㄞˋ,,,,,,
1227,湖泊,cj6,1i6,,,,,,,ㄏㄨˊ,ㄅㄛˊ,,,,,,
1228,池塘,t6,w;6,,,,,,,ㄔˊ,ㄊㄤˊ,,,,,,
1229,溪水,vu,gjo3,,,,,,,ㄒㄧ,ㄕㄨㄟˇ,,,,,,
1230,瀑布,qj4,1j4,,,,,,,ㄆㄨˋ,ㄅㄨˋ,,,,,,
1231,雨滴,m3,2u,,,,,,,ㄩˇ,ㄉㄧ,,,,,,
1232,冰雪,1u/,"vm,3",,,,,,,ㄅㄧㄥ,ㄒㄩㄝˇ,,,,,,
1233,刮風,ej8,z/,,,,,,,ㄍㄨㄚ,ㄈㄥ,,,,,,
1234,下雨,vu84,m3,,,,,,,ㄒㄧㄚˋ,ㄩˇ,,,,,,
1235,水溝,gjo3,e.,,,,,,,ㄕㄨㄟˇ,ㄍㄡ,,,,,,
1236,水庫,gjo3,dj4,,,,,,,ㄕㄨㄟˇ,ㄎㄨˋ,,,,,,
1237,春夏秋冬,tjp,vu84,fu.,2j/,,,,,ㄔㄨㄣ,ㄒㄧㄚˋ,ㄑㄧㄡ,ㄉㄨㄥ,,,,
1238,閏年,bjp4,su06,,,,,,,ㄖㄨㄣˋ,ㄋㄧㄢˊ,,,,,,
1239,生日,g/,b4,,,,,,,ㄕㄥ,ㄖˋ,,,,,,
1240,誕辰,204,tp6,,,,,,,ㄉㄢˋ,ㄔㄣˊ,,,,,,
1241,節慶,"ru,6",fu/4,,,,,,,ㄐㄧㄝˊ,ㄑㄧㄥˋ,,,,,,
1242,新年,vup,su06,,,,,,,ㄒㄧㄣ,ㄋㄧㄢˊ,,,,,,
1243,元旦,m06,204,,,,,,,ㄩㄢˊ,ㄉㄢˋ,,,,,,
1244,情人節,fu/6,bp6,"ru,6",,,,,,ㄑㄧㄥˊ,ㄖㄣˊ,ㄐㄧㄝˊ,,,,,
1245,兒童節,-6,wj/6,"ru,6",,,,,,ㄦˊ,ㄊㄨㄥˊ,ㄐㄧㄝˊ,,,,,
1246,母親節,aj3,fup,"ru,6",,,,,,ㄇㄨˇ,ㄑㄧㄣ,ㄐㄧㄝˊ,,,,,
1247,元宵節,m06,vul,"ru,6",,,,,,ㄩㄢˊ,ㄒㄧㄠ,ㄐㄧㄝˊ,,,,,
1248,農曆年,sj/6,xu4,su06,,,,,,ㄋㄨㄥˊ,ㄌㄧˋ,ㄋㄧㄢˊ,,,,,
1249,紅包,cj/6,1l,,,,,,,ㄏㄨㄥˊ,ㄅㄠ,,,,,,
1250,吉祥話,ru6,vu;6,cj84,,,,,,ㄐㄧˊ,ㄒㄧㄤˊ,ㄏㄨㄚˋ,,,,,
1251,年年有餘,su06,su06,u.3,m6,,,,,ㄋㄧㄢˊ,ㄋㄧㄢˊ,ㄧㄡˇ,ㄩˊ,,,,
1252,平安如意,qu/6,0,bj6,u4,,,,,ㄆㄧㄥˊ,ㄢ,ㄖㄨˊ,ㄧˋ,,,,
1253,國慶日,eji6,fu/4,b4,,,,,,ㄍㄨㄛˊ,ㄑㄧㄥˋ,ㄖˋ,,,,,
1254,聖誕節,g/4,204,"ru,6",,,,,,ㄕㄥˋ,ㄉㄢˋ,ㄐㄧㄝˊ,,,,,
1255,祭祖,ru4,yj3,,,,,,,ㄐㄧˋ,ㄗㄨˇ,,,,,,
1256,求神拜佛,fu.6,gp6,194,zi6,,,,,ㄑㄧㄡˊ,ㄕㄣˊ,ㄅㄞˋ,ㄈㄛˊ,,,,
1257,端午節,2j0,j3,"ru,6",,,,,,ㄉㄨㄢ,ㄨˇ,ㄐㄧㄝˊ,,,,,
1258,祈禱,fu6,2l3,,,,,,,ㄑㄧˊ,ㄉㄠˇ,,,,,,
1259,保佑,1l3,u.4,,,,,,,ㄅㄠˇ,ㄧㄡˋ,,,,,,
1260,家庭,ru8,wu/6,,,,,,,ㄐㄧㄚ,ㄊㄧㄥˊ,,,,,,
1261,母親,aj3,fup,,,,,,,ㄇㄨˇ,ㄑㄧㄣ,,,,,,
1262,媽媽,a8,a8,,,a8,a87,,,ㄇㄚ,ㄇㄚ,,,ㄇㄚ,ㄇㄚ˙,,
1263,父親,zj4,fup,,,,,,,ㄈㄨˋ,ㄑㄧㄣ,,,,,,
1264,爸爸,184,184,,,184,187,,,ㄅㄚˋ,ㄅㄚˋ,,,ㄅㄚˋ,ㄅㄚ˙,,
1265,祖母,yj3,aj3,,,,,,,ㄗㄨˇ,ㄇㄨˇ,,,,,,
1266,祖父,yj3,zj4,,,,,,,ㄗㄨˇ,ㄈㄨˋ,,,,,,
1267,奶奶,s93,s93,,,s93,s97,,,ㄋㄞˇ,ㄋㄞˇ,,,ㄋㄞˇ,ㄋㄞ˙,,
1268,爺爺,"u,6","u,6",,,"u,6","u,7",,,ㄧㄝˊ,ㄧㄝˊ,,,ㄧㄝˊ,ㄧㄝ˙,,
1269,婆婆,qi6,qi6,,,qi6,qi7,,,ㄆㄛˊ,ㄆㄛˊ,,,ㄆㄛˊ,ㄆㄛ˙,,
1270,公公,ej/,ej/,,,ej/,ej/7,,,ㄍㄨㄥ,ㄍㄨㄥ,,,ㄍㄨㄥ,ㄍㄨㄥ˙,,
1271,姑姑,ej,ej,,,ej,ej7,,,ㄍㄨ,ㄍㄨ,,,ㄍㄨ,ㄍㄨ˙,,
1272,伯伯,1i6,1i6,,,1i6,1i7,,,ㄅㄛˊ,ㄅㄛˊ,,,ㄅㄛˊ,ㄅㄛ˙,,
1273,阿姨,8,u6,,,,,,,ㄚ,ㄧˊ,,,,,,
1274,舅舅,ru.4,ru.4,,,ru.4,ru.7,,,ㄐㄧㄡˋ,ㄐㄧㄡˋ,,,ㄐㄧㄡˋ,ㄐㄧㄡ˙,,
1275,叔叔,gj6,gj6,,,gj6,gj7,,,ㄕㄨˊ,ㄕㄨˊ,,,ㄕㄨˊ,ㄕㄨ˙,,
1276,嬸嬸,gp3,gp3,,,gp3,gp7,,,ㄕㄣˇ,ㄕㄣˇ,,,ㄕㄣˇ,ㄕㄣ˙,,
1277,姑丈,ej,5;4,,,,,,,ㄍㄨ,ㄓㄤˋ,,,,,,
1278,姨丈,u6,5;4,,,,,,,ㄧˊ,ㄓㄤˋ,,,,,,
1279,哥哥,ek,ek,,,ek,ek7,,,ㄍㄜ,ㄍㄜ,,,ㄍㄜ,ㄍㄜ˙,,
1280,姊姊,"ru,3","ru,3",,,"ru,3","ru,7",,,ㄐㄧㄝˇ,ㄐㄧㄝˇ,,,ㄐㄧㄝˇ,ㄐㄧㄝ˙,,
1281,弟弟,2u4,2u4,,,2u4,2u7,,,ㄉㄧˋ,ㄉㄧˋ,,,ㄉㄧˋ,ㄉㄧ˙,,
1282,妹妹,ao4,ao4,,,ao4,ao7,,,ㄇㄟˋ,ㄇㄟˋ,,,ㄇㄟˋ,ㄇㄟ˙,,
1283,表兄弟,1ul3,vm/,2u4,,,,,,ㄅㄧㄠˇ,ㄒㄩㄥ,ㄉㄧˋ,,,,,
1284,堂姊妹,w;6,"ru,3",ao4,,,,,,ㄊㄤˊ,ㄐㄧㄝˇ,ㄇㄟˋ,,,,,
1285,朋友,q/6,u.3,,,,,,,ㄆㄥˊ,ㄧㄡˇ,,,,,,
1286,親戚,fup,fu,,,,,,,ㄑㄧㄣ,ㄑㄧ,,,,,,
1287,國家,eji6,ru8,,,,,,,ㄍㄨㄛˊ,ㄐㄧㄚ,,,,,,
1288,土地,wj3,2u4,,,,,,,ㄊㄨˇ,ㄉㄧˋ,,,,,,
1289,人民,bp6,aup6,,,,,,,ㄖㄣˊ,ㄇㄧㄣˊ,,,,,,
1290,主權,5j3,fm06,,,,,,,ㄓㄨˇ,ㄑㄩㄢˊ,,,,,,
1291,政府,5/4,zj3,,,,,,,ㄓㄥˋ,ㄈㄨˇ,,,,,,
1292,政治,5/4,54,,,,,,,ㄓㄥˋ,ㄓˋ,,,,,,
1293,經濟,ru/,ru4,,,,,,,ㄐㄧㄥ,ㄐㄧˋ,,,,,,
1294,民生,aup6,g/,,,,,,,ㄇㄧㄣˊ,ㄕㄥ,,,,,,
1295,國防,eji6,z;6,,,,,,,ㄍㄨㄛˊ,ㄈㄤˊ,,,,,,
1296,教育,rul4,m4,,,,,,,ㄐㄧㄠˋ,ㄩˋ,,,,,,
1297,交通,rul,wj/,,,,,,,ㄐㄧㄠ,ㄊㄨㄥ,,,,,,
1298,法律,z83,xm4,,,,,,,ㄈㄚˇ,ㄌㄩˋ,,,,,,
1299,企業,fu4,"u,4",,,,,,,ㄑㄧˋ,ㄧㄝˋ,,,,,,
1300,公司,ej/,n,,,,,,,ㄍㄨㄥ,ㄙ,,,,,,
1301,黨派,2;3,q94,,,,,,,ㄉㄤˇ,ㄆㄞˋ,,,,,,
1302,理念,xu3,su04,,,,,,,ㄌㄧˇ,ㄋㄧㄢˋ,,,,,,
1303,信仰,vup4,u;3,,,,,,,ㄒㄧㄣˋ,ㄧㄤˇ,,,,,,
1304,選舉,vm03,rm3,,,,,,,ㄒㄩㄢˇ,ㄐㄩˇ,,,,,,
1305,罷免,184,au03,,,,,,,ㄅㄚˋ,ㄇㄧㄢˇ,,,,,,
1306,集會,ru6,cjo4,,,,,,,ㄐㄧˊ,ㄏㄨㄟˋ,,,,,,
1307,遊行,u.6,vu/6,,,,,,,ㄧㄡˊ,ㄒㄧㄥˊ,,,,,,
1308,投票,w.6,qul4,,,,,,,ㄊㄡˊ,ㄆㄧㄠˋ,,,,,,
1309,當選,2;4,vm03,,,,,,,ㄉㄤˋ,ㄒㄩㄢˇ,,,,,,
1310,落選,xji4,vm03,,,,,,,ㄌㄨㄛˋ,ㄒㄩㄢˇ,,,,,,
1311,政策,5/4,hk4,,,,,,,ㄓㄥˋ,ㄘㄜˋ,,,,,,
1312,監督,ru0,2j,,,,,,,ㄐㄧㄢ,ㄉㄨ,,,,,,
1313,利弊得失,xu4,1u4,2k6,g,,,,,ㄌㄧˋ,ㄅㄧˋ,ㄉㄜˊ,ㄕ,,,,
1314,商量,g;,xu;6,,,,,,,ㄕㄤ,ㄌㄧㄤˊ,,,,,,
1315,手段,g.3,2j04,,,,,,,ㄕㄡˇ,ㄉㄨㄢˋ,,,,,,
1316,侵害,fup,c94,,,,,,,ㄑㄧㄣ,ㄏㄞˋ,,,,,,
1317,納稅,s84,gjo4,,,,,,,ㄋㄚˋ,ㄕㄨㄟˋ,,,,,,
1318,建立,ru04,xu4,,,,,,,ㄐㄧㄢˋ,ㄌㄧˋ,,,,,,
1319,戰爭,504,5/,,,,,,,ㄓㄢˋ,ㄓㄥ,,,,,,
1320,和平,ck6,qu/6,,,,,,,ㄏㄜˊ,ㄆㄧㄥˊ,,,,,,
1321,民意,aup6,u4,,,,,,,ㄇㄧㄣˊ,ㄧˋ,,,,,,
1322,調查,2ul4,t86,,,,,,,ㄉㄧㄠˋ,ㄔㄚˊ,,,,,,
1323,人口,bp6,d.3,,,,,,,ㄖㄣˊ,ㄎㄡˇ,,,,,,
1324,財富,h96,zj4,,,,,,,ㄘㄞˊ,ㄈㄨˋ,,,,,,
1325,分配,zp,qo4,,,,,,,ㄈㄣ,ㄆㄟˋ,,,,,,
1326,薪資,vup,y,,,,,,,ㄒㄧㄣ,ㄗ,,,,,,
1327,所得,nji3,2k6,,,,,,,ㄙㄨㄛˇ,ㄉㄜˊ,,,,,,
1328,成長,t/6,5;3,,,,,,,ㄔㄥˊ,ㄓㄤˇ,,,,,,
1329,衰退,gj9,wjo4,,,,,,,ㄕㄨㄞ,ㄊㄨㄟˋ,,,,,,
1330,組織,yj3,5,,,,,,,ㄗㄨˇ,ㄓ,,,,,,
1331,軍隊,rmp,2jo4,,,,,,,ㄐㄩㄣ,ㄉㄨㄟˋ,,,,,,
1332,警察,ru/3,t86,,,,,,,ㄐㄧㄥˇ,ㄔㄚˊ,,,,,,
1333,戰鬥機,504,2.4,ru,,,,,,ㄓㄢˋ,ㄉㄡˋ,ㄐㄧ,,,,,
